"","Time","X18s.RNA","abl","bcr"
"58",1.72246600362471,6.80677546986205,5.85217438784579,8.97030586634027
"59",1.76553478682948,7.77561460062762,6.08099313931425,9.20051356501803
"60",1.76553478682948,7.1652295036963,4.80637064906123,8.93701140609012
"61",1.8479969638825,7.0962821317458,NA,8.76427684308794
"62",1.8479969638825,6.31145024085164,4.55261410598688,8.60734386062712
"63",1.88752528933431,6.47556955504375,5.60706183355316,8.73874180341618
"64",1.88752528933431,7.81905387296035,6.00192148588125,9.31724932991106
"65",1.88752528933431,6.95877854364404,6.19202440954911,9.08620491772441
"66",1.88752528933431,7.0238736161078,2.43713688856694,8.63182660742756
"67",1.92599940045279,9.09880203837111,12.996195288771,10.5949449572368
"68",1.92599940045279,6.96983379834699,7.31160600648309,9.68125632299985
"69",1.92599940045279,12.730014085757,11.4664241578367,15.7632631318749
"70",1.96347415925338,7.36267559643681,8.84652786654857,10.3836280990582
"71",1.96347415925338,7.89641269537646,6.77103763771802,9.73390325652061
"72",2.03562387617313,6.65065626513576,4.10010182106229,8.57884531269676
"73",2.03562387617313,7.64376989317891,5.34402751804912,9.18877475301654
"74",2.07038942616719,7.20319727820533,12.0478541353233,8.69957118249728
"75",2.10433672380828,7.75658971182378,11.0339478758684,9.73066851965275
"76",2.10433672380828,7.52886779722543,4.71015543553593,9.49553631021469
"77",2.13750355501951,6.84330137046598,6.60706183355316,9.03729541779966
"78",2.13750355501951,7.80677546986205,NA,9.24199958267794
"79",2.16992500144231,6.4282638072822,4.65952930990339,9.49934288792983
"80",2.20163383125962,9.57665571828713,10.0567455269278,12.2405789654315
"81",2.20163383125962,7.63685049299855,6.59364141698472,9.20518247541138
"82",2.2326608446112,6.18433828830105,4.17410248273315,9.21909922710348
"83",2.2326608446112,9.2447498322119,7.28680265953784,10.4744186836538
"84",2.2326608446112,6.73082666711497,4.37573627762826,9.17693964143774
"85",2.2326608446112,7.9532190292345,7.0220993892881,9.90293038973185
"86",2.29278177730665,7.65065626513576,6.15595511672777,9.11129600762312
"87",2.32192809488736,6.1458640627642,-0.147825612154212,8.07604507211288
"88",2.35049722010646,5.69129827702093,5.4067632070912,8.69625845527295
"89",2.35049722010646,6.90219503651377,6.9502064819327,10.0722166896504
"90",2.35049722010646,10.1628229340401,5.43713688856694,10.361839388513
"91",2.37851170263034,8.54003708288065,6.37573627762826,9.53129970973319
"92",2.4594316186373,6.76930073857094,NA,8.83827747009625
"93",2.4594316186373,7.15557935322006,3.65952930990339,9.07349389178131
"94",2.51096199169113,6.98080489421592,6.00192148588125,9.09880508974484
"95",2.51096199169113,7.74376569691507,7.78881230818328,9.22140568976619
"96",2.5360529476837,7.29396270933599,4.24449188321095,8.34501480040895
"97",2.56071497779416,6.56576742398477,6.0220993892881,8.78625526751258
"98",2.60880922012042,8.48330518861052,7.70392342266308,10.1745609236759
"99",2.63226828207344,7.62989774624916,7.16505741023833,9.5107028479039
"100",2.65535187229069,8.73082666711497,6.58009487116964,9.56619796277318
"101",2.65535187229069,5.81905387296035,4.60706183355316,8.87683072588951
"102",2.67807192661047,7.26732763511045,7.06162779467243,9.71438503634951
"103",2.67807192661047,6.71777054066797,NA,8.64563237841217
"104",2.72246600362471,8.03444283682732,7.77103763771802,10.5734385904102
"105",2.72246600362471,10.6728126893192,NA,9.33439891696008
"106",2.72246600362471,7.03444283682732,6.55261410598688,9.54977233195475
"107",2.72246600362471,8.28513887616114,7.30338556065069,9.02941900870374
"108",2.74416115717613,8.07596218844183,4.65952930990339,9.11129600762312
"109",2.76553478682948,6.0238736161078,3.75906498345431,8.92574031700493
"110",2.76553478682948,7.38762190312249,7.27843910709871,10.758729595292
"111",2.76553478682948,8.58386919414101,8.38355585660164,11.1547853583561
"112",2.78659638183082,7.73731068767338,7.22721387428841,9.53501320488443
"113",2.78659638183082,7.55846263810656,7.77698686008707,10.4724834827358
"114",2.8073549220576,7.37935430376046,5.80637064906123,8.87975411502954
"115",2.8073549220576,7.53632358739797,4.89656855339559,8.97578098510148
"116",2.8073549220576,7.94203531286176,NA,8.67285389954539
"117",2.8479969638825,6.92509548427311,4.75906498345431,8.76427684308794
"118",2.86789650168748,7.08615793486527,13.3513974538432,8.8412799520583
"119",2.86789650168748,6.79439176998503,6.42202998013132,9.38671413836635
"120",2.86789650168748,9.46974054985282,9.68189711958171,12.2908618760193
"121",2.86789650168748,11.3324803762467,10.4723942346588,14.2513411109943
"122",2.88752528933431,7.0449351899585,5.24449188321095,9.09125813525443
"123",2.90689059560852,7.63685049299855,5.49603063859309,9.43322400698209
"124",2.92599940045279,9.49674359764319,9.81940067256924,12.2451201994141
"125",2.94485849941252,8.31578916783613,8.31977987764516,8.90866674760148
"126",2.94485849941252,7.91940438365124,4.65952930990339,8.61438139708412
"127",2.96347415925338,7.27626074223935,6.19202440954911,8.62138488247403
"128",2.96347415925338,7.03444283682732,6.64659024046333,8.85322778082052
"129",2.96347415925338,6.83122856233114,2.17410248273315,9.31292975111287
"130",2.96347415925338,7.11631984503983,4.75906498345431,9.06066987769102
"131",3.01792197594102,7.34580167716314,9.79175361147401,8.63182660742756
"132",3.01792197594102,6.32872819763622,NA,8.49744085453767
"133",3.03562387617313,6.89060708524434,5.31160600648309,9.11378126580606
"134",3.03562387617313,9.2447498322119,3.85217438784579,9.54241164202729
"135",3.03562387617313,7.84330137046598,6.35996907829661,9.43918145020622
"136",3.05311136961284,7.45997273091448,5.68506442875289,9.1310592212872
"137",3.05311136961284,7.32872819763622,5.73481741137179,8.97030586634027
"138",3.05311136961284,7.78190085080811,6.78291175039744,10.9398154732108
"139",3.07038942616719,7.32872819763622,5.4067632070912,9.30859733906085
"140",3.08746284125034,7.36267559643681,4.89656855339559,8.83225369494524
"141",3.08746284125034,7.20319727820533,3.65952930990339,8.51258748830918
"142",3.10433672380828,7.36267559643681,4.98145736123891,9.80943774929156
"143",3.12101536933237,6.18433828830105,3.85217438784579,8.87975411502954
"144",3.13750355501951,6.95877854364404,5.4067632070912,10.3555531385228
"145",3.13750355501951,7.88477801808474,8.43337493395135,10.81555734321
"146",3.13750355501951,6.41214417351238,6.43713688856694,9.81097008305052
"147",3.13750355501951,7.62989774624916,6.68506442875289,10.5303697809618
"148",3.13750355501951,7.4282638072822,5.24449188321095,8.79557300964669
"149",3.13750355501951,9.72757369586984,8.80054161325915,12.6016005611374
"150",3.15380542883372,7.33729019412354,8.97887887977699,9.45102316481167
"151",3.16992500144231,7.84330137046598,8.47788324248732,10.7266148206501
"152",3.21723074580908,6.84330137046598,12.2094514319849,9.10880646082206
"153",3.21723074580908,6.91369074400376,5.37573627762826,8.99747609796657
"154",3.2326608446112,6.76930073857094,13.6352749540518,9.66270585685107
"155",3.2326608446112,7.27626074223935,6.39133314978238,9.09377812216151
"156",3.2326608446112,6.39584239349476,12.7990806916456,8.78936787293226
"157",3.24792751344359,7.18433828830105,6.0220993892881,9.31940421008231
"158",3.24792751344359,6.00250000823646,5.63353407365564,8.17456092367586
"159",3.26303446316134,6.83122856233114,4.24449188321095,9.01884978929649
"160",3.26303446316134,7.57303540985198,8.29096618331717,10.604695965188
"161",3.27798471893149,7.52886779722543,7.97629569421148,9.69791576972356
"162",3.29278177730665,7.01322639320994,3.65952930990339,8.91152648736546
"163",3.29278177730665,7.05535178551503,7.11896086915181,9.28011502104707
"164",3.30742860857777,7.55112056028447,7.39133314978238,9.00820239672273
"165",3.33628344235398,8.07596218844183,6.24449188321095,8.81402987656887
"166",3.36457245901161,6.52137327557862,6.6203586706691,9.5949449572368
"167",3.36457245901161,7.87304874907295,8.65307433561453,10.5059803870023
"168",3.37851170263034,5.89060708524434,9.71170918899575,8.57884531269676
"169",3.39231742277876,6.91369074400376,5.27843910709871,8.86802484686296
"170",3.39231742277876,7.89060708524434,8.19647035673418,10.5144696699578
"171",3.39231742277876,8.57665571828713,8.01708126672067,11.0702985181938
"172",3.39231742277876,7.17481553322706,4.65952930990339,9.04512905894185
"173",3.40599241159513,10.7161301332725,10.5245996999288,13.3928663524734
"174",3.41953886579675,7.38762190312249,0.852174387845788,9.17693964143774
"175",3.41953886579675,7.49865324472491,3.31160600648309,8.99747609796657
"176",3.43295943275502,6.93641077485746,6.58009487116964,9.06066987769102
"177",3.44625630562504,6.22181306745617,3.31160600648309,8.64906327676208
"178",3.44625630562504,4.45997273091448,4.71015543553593,8.92290873209132
"179",3.44625630562504,7.38762190312249,5.27843910709871,8.76743717755593
"180",3.4594316186373,6.47556955504375,5.96069886671547,9.43123271320932
"181",3.47248782104333,5.58026696463219,11.7613174819535,9.04252256855295
"182",3.48542680260129,5.22181306745617,3.31160600648309,8.38259803853846
"183",3.48542680260129,7.05535178551503,4.71015543553593,8.65930728730733
"184",3.49825089187935,8.22181306745617,7.23587867119221,10.3237043384915
"185",3.52356195605701,2.74376569691507,5.89656855339559,7.99747609796657
"186",3.52356195605701,9.80368949609354,10.5543470311234,12.402299863028
"187",3.52356195605701,7.05535178551503,4.17410248273315,8.55709565788894
"188",3.5360529476837,6.52137327557862,2.65952930990339,8.72254980364741
"189",3.54843660117705,7.49099968772067,NA,8.89138879148963
"190",3.54843660117705,8.90219503651377,9.26791609141389,11.8067522672693
"191",3.54843660117705,9.64721718796692,9.58518972923499,12.5324611595044
"192",3.54843660117705,10.7685096477135,10.7702922696002,13.5593766237003
"193",3.54843660117705,7.31145024085164,5.17410248273315,9.41721616346831
"194",3.54843660117705,5.66433117516176,5.82945428715024,8.68293095120827
"195",3.54843660117705,6.25833886974482,5.43713688856694,9.01884978929649
"196",3.56071497779416,5.69129827702093,5.13757656762305,9.1793144436213
"197",3.58496250072116,7.3710390523622,4.65952930990339,9.09629371502653
"198",3.58496250072116,7.89060708524434,8.36787421780024,10.9086667476015
"199",3.60880922012042,6.84330137046598,6.19202440954911,9.25556746447531
"200",3.6205864328236,7.3710390523622,6.15595511672777,9.52757663137782
"201",3.6205864328236,6.69129827702093,4.80637064906123,9.1864154850817
"202",3.6205864328236,11.4712000105686,11.6799140815225,14.0167763291047
"203",3.6205864328236,9.64893780614532,9.56985085798128,12.4898075451462
"204",3.6205864328236,8.0962821317458,7.71015543553593,10.8569413235106
"205",3.63226828207344,6.62291132996031,4.60706183355316,8.76743717755593
"206",3.63226828207344,7.32011508455141,9.83659284213267,9.70452605427372
"207",3.64385618977472,8.80368949609354,7.09057911707607,10.0696587244202
"208",3.64385618977472,6.81905387296035,7.00192148588125,8.76110957046285
"209",3.65535187229069,6.67787778813451,5.27843910709871,8.73228679468164
"210",3.6667565702177,5.25833886974482,2.65952930990339,8.68627438733918
"211",3.6667565702177,7.67112043558643,6.78291175039744,9.3555531385228
"212",3.6667565702177,7.97532977508407,5.4067632070912,9.34501480040895
"213",3.67807192661047,5.49099968772067,NA,8.50124241700325
"214",3.67807192661047,7.17481553322706,6.52459969992876,9.79092166097393
"215",3.67807192661047,6.34580167716314,6.60706183355316,9.30642624441099
"216",3.68929922452943,6.47556955504375,5.98145736123891,9.361839388513
"217",3.68929922452943,8.32872819763622,13.2566506963782,10.0516246737873
"218",3.68929922452943,6.85527398836576,4.71015543553593,8.37433030731426
"219",3.68929922452943,6.75658971182378,8.47788324248732,9.75634558563905
"220",3.70043971814109,10.4272616855708,9.76506367980106,12.6751693813147
"221",3.71149494866112,11.384010607397,9.9502064819327,14.3319995223834
"222",3.72246600362471,6.56576742398477,3.43713688856694,8.78936787293226
"223",3.72246600362471,8.29396270933599,6.26156527018416,9.54241164202729
"224",3.74416115717613,7.26732763511045,5.43713688856694,9.35345162018824
"225",3.74416115717613,6.80677546986205,NA,8.87390140094224
"226",3.75488750216347,4.93641077485746,4.98145736123891,8.23972583574533
"227",3.76553478682948,8.12128608811913,8.44836412429621,11.0836716561039
"228",3.7761039679876,7.67112043558643,5.52459969992876,9.52943937154637
"229",3.7761039679876,8.31145024085164,4.93963722909613,10.2328830144382
"230",3.78659638183082,4.89060708524434,4.10010182106229,9.06066987769102
"231",3.81762329654295,6.18433828830105,6.93963722909613,9.04252256855295
"232",3.82781900523899,6.9476380079883,NA,9.09377812216151
"233",3.8479969638825,7.97532977508407,11.510832123865,10.4332240069821
"234",3.85798099512757,4.84330137046598,4.60706183355316,8.58959834676319
"235",3.85798099512757,5.36267559643681,4.65952930990339,7.90866674760148
"236",3.86789650168748,9.515726663569,7.58688398660241,10.1025636535352
"237",3.86789650168748,4.10633577629978,6.75906498345431,8.83225369494524
"238",3.86789650168748,7.53632358739797,5.46688426306945,9.3639287329748
"239",3.8777442312298,6.87892530357655,4.85217438784579,9.1286035746442
"240",3.88752528933431,5.66433117516176,7.03208340427313,8.79247377738017
"241",3.90689059560852,6.93641077485746,6.04199896760683,8.94819512169203
"242",3.90689059560852,6.52137327557862,4.75906498345431,9.02678395408092
"243",3.91647668088437,7.1458640627642,6.90745678896394,9.01353583029836
"244",3.92599940045279,6.85527398836576,5.93963722909613,9.26230378187811
"245",3.92599940045279,6.70459507325162,5.78291175039744,9.62138488247403
"246",3.9354597657904,7.69129827702093,6.84085906261548,10.1875955258126
"247",3.94485849941252,8.3542632392921,4.71015543553593,9.1840523526685
"248",3.96347415925338,7.55846263810656,6.52459969992876,9.65419437435226
"249",3.96347415925338,6.91369074400376,4.43713688856694,9.02414407777369
"250",3.96347415925338,7.74376569691507,2.43713688856694,8.96756049528623
"251",3.97269263647737,9.80368949609354,8.48516954275333,13.0613138341386
"252",3.97269263647737,5.74376569691507,5.0220993892881,8.92856635523711
"253",3.97269263647737,6.4442054466575,6.32790783593931,8.7800098376609
"254",3.99095491231628,8.72757369586984,8.07134287761705,11.4816526246165
"255",3.99095491231628,6.83122856233114,4.89656855339559,8.85025008711815
"256",4.02680016063411,3.52137327557862,5.80637064906123,8.08620491772441
"257",4.02680016063411,7.11631984503983,3.0220993892881,8.78936787293226
"258",4.02680016063411,7.32872819763622,6.34402751804912,8.92007157868046
"259",4.03562387617313,7.17481553322706,5.24449188321095,8.92856635523711
"260",4.03562387617313,7.93076422299366,11.8897213693646,9.62835442274183
"261",4.03562387617313,7.00250000823646,NA,8.89428285881316
"262",4.03562387617313,7.91940438365124,7.74699213834437,9.79247377738017
"263",4.04439411935845,5.91369074400376,6.89656855339559,9.33652835209541
"264",4.04439411935845,5.69129827702093,6.19202440954911,9.07093819209375
"265",4.04439411935845,7.1652295036963,4.71015543553593,9.26454224940555
"266",4.05311136961284,7.32011508455141,6.35996907829661,9.37017867245567
"267",4.05311136961284,8.66772985324736,5.98145736123891,9.44511452031252
"268",4.06177626349621,6.73082666711497,9.8606029951172,8.6660964391662
"269",4.06177626349621,6.1458640627642,4.37573627762826,8.66270585685107
"270",4.06177626349621,6.83122856233114,7.25305383314758,9.56256397592223
"271",4.08746284125034,7.42022650392526,7.27002692947404,10.6644021440651
"272",4.09592445218242,7.53632358739797,4.10010182106229,9.37017867245567
"273",4.09592445218242,6.49099968772067,NA,8.46276834800294
"274",4.10433672380828,7.07596218844183,12.5700649557686,8.54609668130409
"275",4.11270022818482,5.39584239349476,6.27843910709871,8.22140568976619
"276",4.12101536933237,8.83425624894928,8.77995234679812,11.3026189840112
"277",4.13750355501951,6.50626641345917,5.37573627762826,8.97578098510148
"278",4.13750355501951,8.68460363782237,8.08099313931425,11.4979166284732
"279",4.14567751738145,8.33729019412354,12.0579676023941,9.45690770877278
"280",4.15380542883372,6.47556955504375,6.06162779467243,8.55709565788894
"281",4.15380542883372,7.25833886974482,4.60706183355316,9.07859174904379
"282",4.16992500144231,7.55112056028447,3.65952930990339,9.79402422574395
"283",4.16992500144231,NA,NA,NA
"284",4.17791782260162,6.4442054466575,5.98145736123891,8.92290873209132
"285",4.17791782260162,6.53632358739797,6.27843910709871,9.88703677591331
"286",4.18586660578875,7.46779221982933,7.75304124047173,10.0580913388991
"287",4.19377183361708,7.83727759487052,4.65952930990339,8.92856635523711
"288",4.19377183361708,6.78190085080811,3.31160600648309,9.12614374105707
"289",4.20945336562895,6.98080489421592,7.17410248273315,8.85322778082052
"290",4.20945336562895,7.58026696463219,NA,9.16740099412434
"291",4.21723074580908,8.52886779722543,8.72869135387012,11.060669877691
"292",4.22496642386065,7.3710390523622,2.85217438784579,8.97304602302199
"293",4.22496642386065,7.53632358739797,NA,9.16260799261824
"294",4.2326608446112,7.43625670960457,7.62696146832798,9.9384141209094
"295",4.24031430021495,10.0605320145359,6.9289899736054,10.5116454155364
"296",4.26303446316134,6.67787778813451,11.9485600843559,8.90005363485102
"297",4.27798471893149,7.90795429443706,3.31160600648309,9.1553885007508
"298",4.27798471893149,12.5644006055118,12.8595521319043,15.2565869231494
"299",4.27798471893149,10.536323587398,10.1398868283678,13.4092715388176
"300",4.27798471893149,11.2862448464821,10.9020229430485,14.2924395965573
"301",4.28540221886225,6.27626074223935,3.55261410598688,8.06066987769102
"302",4.29278177730665,7.19379859875455,6.60706183355316,9.68961009299104
"303",4.29278177730665,6.76930073857094,5.68506442875289,9.47828131534277
"304",4.29278177730665,7.23103157869919,NA,8.95652646796857
"305",4.30012378044155,7.11631984503983,5.24449188321095,8.62487386126282
"306",4.30012378044155,7.24929374822812,5.49603063859309,9.19348174586416
"307",4.30012378044155,7.49865324472491,5.71015543553593,9.1840523526685
"308",4.30742860857777,6.95877854364404,5.82945428715024,9.04252256855295
"309",4.31469649800078,5.91369074400376,11.4357273525833,8.75793532914972
"310",4.31469649800078,8.62291132996031,8.56298080335523,11.3177882482899
"311",4.32192809488736,6.32872819763622,NA,9.01353583029836
"312",4.32192809488736,6.96983379834699,5.17410248273315,8.85322778082052
"313",4.32192809488736,7.32872819763622,8.25731590044366,10.3226304386317
"314",4.32912362367189,7.58746245172932,6.74699213834437,9.86212416316627
"315",4.34340790362951,6.22181306745617,4.85217438784579,8.40712030653494
"316",4.34340790362951,6.73082666711497,7.25305383314758,9.34712863531345
"317",4.34340790362951,7.17481553322706,9.19424902061424,9.00552826781797
"318",4.35049722010646,11.6685781650181,10.6563053783382,14.5645523702215
"319",4.36457245901161,7.90795429443706,4.71015543553593,8.92007157868046
"320",4.37851170263034,7.12623529434403,NA,8.80790378625996
"321",4.38543101086125,7.34580167716314,5.43713688856694,8.76110957046285
"322",4.38543101086125,7.20319727820533,4.43713688856694,9.41116713124182
"323",4.3991711199025,7.34580167716314,4.75906498345431,9.55526830854171
"324",4.3991711199025,6.56576742398477,5.71015543553593,9.4666622560348
"325",4.40599241159513,6.34580167716314,2.85217438784579,8.71274654428885
"326",4.40599241159513,7.1652295036963,4.49603063859309,9.11378126580606
"327",4.4262647547021,7.03444283682732,6.58009487116964,9.48980754514624
"328",4.43295943275502,6.53632358739797,NA,8.70617390378191
"329",4.44625630562504,11.2078737562291,10.2498489631662,14.1236797062237
"330",4.45285893958393,10.7951688980217,11.1358415583945,13.6082254887771
"331",4.4594316186373,6.59462222913676,5.4067632070912,9.13595801058509
"332",4.4594316186373,5.81905387296035,4.89656855339559,8.54241164202729
"333",4.4594316186373,7.31145024085164,6.4067632070912,8.58243856997376
"334",4.46597448940653,6.89060708524434,4.31160600648309,8.75156581732406
"335",4.47248782104333,5.36267559643681,11.3131421131059,9.31509122628965
"336",4.49185309632967,9.78033180424219,8.51038582532092,12.9513250062913
"337",4.49825089187935,6.18433828830105,4.71015543553593,9.361839388513
"338",4.49825089187935,8.50626641345917,9.02710011781647,11.3586997544589
"339",4.49825089187935,8.12623529434403,NA,9.11129600762312
"340",4.51727566917707,6.49099968772067,3.65952930990339,8.96480988997666
"341",4.52982097035313,8.98080489421592,6.42202998013132,9.54609668130409
"342",4.52982097035313,7.4442054466575,8.82084117191337,10.3701786724557
"343",4.52982097035313,6.85527398836576,5.06162779467243,8.4666622560348
"344",4.5360529476837,6.58026696463219,7.41441685239264,9.1840523526685
"345",4.5360529476837,6.95877854364404,6.77103763771802,9.76901475246713
"346",4.54843660117705,7.73731068767338,3.55261410598688,8.81708319434206
"347",4.54843660117705,6.34580167716314,5.63353407365564,8.75156581732406
"348",4.57288973779173,7.26732763511045,6.64659024046333,9.64563237841217
"349",4.57893869006642,7.1652295036963,5.37573627762826,9.10631261057622
"350",4.58496250072116,6.36267559643681,4.24449188321095,8.41116713124182
"351",4.58496250072116,8.10131771155309,7.82371796001546,10.8048309584942
"352",4.58496250072116,5.4282638072822,7.15595511672777,9.361839388513
"353",4.58496250072116,9.22873239390007,9.32588020392617,11.8595350707371
"354",4.59096126417847,7.34580167716314,4.49603063859309,9.17456092367586
"355",4.59096126417847,7.55846263810656,7.23587867119221,9.87683072588951
"356",4.59096126417847,6.55112056028447,6.48153105411674,8.87975411502954
"357",4.60288447666218,7.31145024085164,4.55261410598688,9.97441415215577
"358",4.61470984411521,6.18433828830105,2.17410248273315,8.22600758232936
"359",4.6205864328236,7.57303540985198,6.97111549346817,10.6231304265759
"360",4.62643918125962,6.69129827702093,7.28680265953784,9.85768282942785
"361",4.62643918125962,7.69796199404977,10.8165152541124,8.82013016113213
"362",4.62643918125962,7.49865324472491,5.24449188321095,8.77373725373769
"363",4.62643918125962,6.70459507325162,2.43713688856694,8.85619934127937
"364",4.63807381507853,8.01322639320994,6.4520872457475,9.40102870543017
"365",4.63807381507853,7.67112043558643,6.04199896760683,10.5322290394795
"366",4.64385618977472,7.0238736161078,7.10956224050128,9.83074381302312
"367",4.64385618977472,7.89641269537646,7.82945428715024,10.6108669200319
"368",4.64961548098948,4.79439176998503,NA,8.27123688806033
"369",4.66106554506519,6.70459507325162,5.71015543553593,8.76743717755593
"370",4.66106554506519,7.51383961794935,3.93963722909613,8.75475408841567
"371",4.6667565702177,8.23103157869919,8.35202024966411,11.0937781221615
"372",4.6724253419715,9.06311525284506,5.20972642964227,9.53501320488443
"373",4.6724253419715,7.91369074400376,8.42202998013132,10.9668732914551
"374",4.67807192661047,7.03444283682732,4.24449188321095,8.92574031700493
"375",4.67807192661047,4.74376569691507,NA,8.4192268844638
"376",4.68369649713488,6.83122856233114,4.17410248273315,8.9143804784578
"377",4.68369649713488,6.92509548427311,6.42202998013132,9.9853127276952
"378",4.68929922452944,6.81905387296035,6.00192148588125,9.41520263616785
"379",4.70043971814109,7.69129827702093,5.10010182106229,9.33865464879081
"380",4.70043971814109,7.98080489421592,6.77103763771802,9.9853127276952
"381",4.70043971814109,6.90219503651377,4.24449188321095,8.40712030653494
"382",4.70043971814109,7.11631984503983,7.56641992002919,9.17456092367586
"383",4.70597792276852,7.19379859875455,6.31160600648309,9.41520263616785
"384",4.70597792276852,6.24019155943611,11.5072578637664,8.72580277463495
"385",4.70597792276852,8.1409818508692,3.55261410598688,8.86802484686296
"386",4.71149494866112,7.45997273091448,6.98145736123891,9.11873897524231
"387",4.71699095718188,7.93076422299366,4.31160600648309,9.1840523526685
"388",4.72246600362471,8.00787316948533,12.4347868962684,10.1335106952152
"389",4.72246600362471,8.65408716377039,8.16051344202801,11.5073987007089
"390",4.72246600362471,7.56576742398477,8.26156527018416,10.1359580105851
"391",4.73335436130347,7.61589091644664,6.51038582532092,10.5752430835008
"392",4.7387678780245,6.20319727820533,5.93963722909613,8.9143804784578
"393",4.7387678780245,8.65408716377039,13.9664047636804,10.1602055072685
"394",4.74416115717613,6.18433828830105,6.78291175039744,9.44708675850229
"395",4.75488750216347,7.66433117516176,5.13757656762305,8.79557300964669
"396",4.75488750216347,6.45997273091448,6.39133314978238,9.10880646082206
"397",4.76022096677442,6.73082666711497,5.49603063859309,9.04252256855295
"398",4.76553478682948,7.50626641345917,5.65952930990339,9.47828131534277
"399",4.76553478682948,6.70459507325162,9.50322608660837,8.73874180341618
"400",4.7708291065099,6.32872819763622,5.68506442875289,8.82620466285404
"401",4.7708291065099,7.91369074400376,7.58688398660241,10.0580913388991
"402",4.7708291065099,7.78190085080811,12.3910908125945,8.56801152935106
"403",4.7761039679876,6.84330137046598,3.0220993892881,9.21447521006443
"404",4.78135971352466,6.32872819763622,6.10010182106229,9.34289786377106
